model,task,task_category,task_benchmark,replicate_number,accuracy,f1,mcc,sequence_length,epoch
DNABERT-1 (6-mer),human_nontata_promoters,Regulatory (human),Genomic Benchmark,2,0.7832825906448935,0.7832228073061736,0.5763974120858761,251,4.0
DNABERT-1 (6-mer),human_ocr_ensembl,,Genomic Benchmark,2,0.632295719844358,0.6322143136510204,0.265125179389025,315,4.0
DNABERT-1 (6-mer),dummy_mouse_enhancers,Dummy,Genomic Benchmark,2,0.5867768595041323,0.5865226899945325,0.1811190775070962,,4.0
DNABERT-1 (6-mer),demo_coding_vs_intergenomic,Demo,Genomic Benchmark,3,0.8703,0.8702897256491686,0.7405857357342067,200,4.0
DNABERT-1 (6-mer),demo_human_or_worm,Demo,Genomic Benchmark,3,0.9124,0.9123993132106156,0.8252093046465103,200,4.0
DNABERT-1 (6-mer),human_enhancers_cohn,Regulatory (human),Genomic Benchmark,3,0.6567110471392588,0.656404549950544,0.31313871824987755,500,4.0
DNABERT-1 (6-mer),human_enhancers_ensembl,Regulatory (human),Genomic Benchmark,3,0.8066391113407388,0.8066112057726095,0.6133009182759112,269,4.0
DNABERT-1 (6-mer),human_ensembl_regulatory,Regulatory (human),Genomic Benchmark,3,0.7686639452016882,0.7007694155535273,0.4388109587862745,401,4.0
DNABERT-1 (6-mer),human_nontata_promoters,Regulatory (human),Genomic Benchmark,3,0.7802380293384998,0.7802097258308403,0.571695900746679,251,4.0
DNABERT-1 (6-mer),human_ocr_ensembl,,Genomic Benchmark,3,0.62949187457084,0.6289250888147242,0.26072072026439835,315,4.0
DNABERT-1 (6-mer),dummy_mouse_enhancers,Dummy,Genomic Benchmark,3,0.6198347107438017,0.6153952459922609,0.23079049198452184,,4.0
DNABERT-1 (6-mer),demo_coding_vs_intergenomic,Demo,Genomic Benchmark,4,0.8677,0.867699988092999,0.7354924605946019,200,4.0
DNABERT-1 (6-mer),demo_human_or_worm,Demo,Genomic Benchmark,4,0.9106,0.9105985695771133,0.8216752341546143,200,4.0
DNABERT-1 (6-mer),human_enhancers_cohn,Regulatory (human),Genomic Benchmark,4,0.6534724721122706,0.6534579334691007,0.30699050506116277,500,4.0
DNABERT-1 (6-mer),human_enhancers_ensembl,Regulatory (human),Genomic Benchmark,4,0.8046370446912943,0.8046355380281959,0.6092792986168144,269,4.0
DNABERT-1 (6-mer),human_ensembl_regulatory,Regulatory (human),Genomic Benchmark,4,0.7713969418113886,0.7028929471967346,0.4458902489583047,401,4.0
DNABERT-1 (6-mer),human_nontata_promoters,Regulatory (human),Genomic Benchmark,4,0.7774702463326875,0.7774698201527469,0.5689981786210546,251,4.0
DNABERT-1 (6-mer),human_ocr_ensembl,,Genomic Benchmark,4,0.6327534905012588,0.6325723768514837,0.26634573728384875,315,4.0
DNABERT-1 (6-mer),dummy_mouse_enhancers,Dummy,Genomic Benchmark,4,0.6528925619834711,0.6522988505747127,0.3103400387997754,,4.0
DNABERT-1 (6-mer),demo_coding_vs_intergenomic,Demo,Genomic Benchmark,5,0.8658,0.8656335145498679,0.732648058042371,200,4.0
DNABERT-1 (6-mer),demo_human_or_worm,Demo,Genomic Benchmark,5,0.9137,0.913699274210896,0.8278153152723653,200,4.0
DNABERT-1 (6-mer),human_enhancers_cohn,Regulatory (human),Genomic Benchmark,5,0.6505937387549479,0.648846985948851,0.3018796684230437,500,4.0
DNABERT-1 (6-mer),human_enhancers_ensembl,Regulatory (human),Genomic Benchmark,5,0.7994704210798244,0.7989323484363469,0.6013725604518161,269,4.0
DNABERT-1 (6-mer),human_ensembl_regulatory,Regulatory (human),Genomic Benchmark,5,0.7710855877672456,0.7025268214865623,0.44505527469754563,401,4.0
DNABERT-1 (6-mer),human_nontata_promoters,Regulatory (human),Genomic Benchmark,5,0.7874342651536119,0.787429559014148,0.5881082939524277,251,4.0
DNABERT-1 (6-mer),human_ocr_ensembl,,Genomic Benchmark,5,0.633325703822385,0.6330780749403203,0.26767185193494836,315,4.0
DNABERT-1 (6-mer),dummy_mouse_enhancers,Dummy,Genomic Benchmark,5,0.6528925619834711,0.6499999999999999,0.3003596052312934,,4.0
DNABERT-1 (6-mer),demo_coding_vs_intergenomic,Demo,Genomic Benchmark,6,0.8645,0.8644931691006545,0.7289863554927789,200,4.0
DNABERT-1 (6-mer),demo_human_or_worm,Demo,Genomic Benchmark,6,0.906,0.9059544819692731,0.8120831562544814,200,4.0
DNABERT-1 (6-mer),human_enhancers_cohn,Regulatory (human),Genomic Benchmark,6,0.662108672184239,0.6594836040063654,0.3262683212495021,500,4.0
DNABERT-1 (6-mer),human_enhancers_ensembl,Regulatory (human),Genomic Benchmark,6,0.8061870317747352,0.8061831829927317,0.6125117064008359,269,4.0
DNABERT-1 (6-mer),human_ensembl_regulatory,Regulatory (human),Genomic Benchmark,6,0.771466131598976,0.6994448038142866,0.44575284576200314,401,4.0
DNABERT-1 (6-mer),human_nontata_promoters,Regulatory (human),Genomic Benchmark,6,0.782729034043731,0.7827290340437311,0.5800324123043046,251,4.0
DNABERT-1 (6-mer),human_ocr_ensembl,,Genomic Benchmark,6,0.6304646372167544,0.6304560995236728,0.2609301839887191,315,4.0
DNABERT-1 (6-mer),dummy_mouse_enhancers,Dummy,Genomic Benchmark,6,0.6198347107438017,0.6177197802197802,0.23680158158145176,,4.0
DNABERT-1 (6-mer),demo_coding_vs_intergenomic,Demo,Genomic Benchmark,7,0.8646,0.8645999945839998,0.7292799510788338,200,4.0
DNABERT-1 (6-mer),demo_human_or_worm,Demo,Genomic Benchmark,7,0.9037,0.9036995753151272,0.8075835437674107,200,4.0
DNABERT-1 (6-mer),human_enhancers_cohn,Regulatory (human),Genomic Benchmark,7,0.6498740554156172,0.6484960478072008,0.30470115629489225,500,4.0
DNABERT-1 (6-mer),human_enhancers_ensembl,Regulatory (human),Genomic Benchmark,7,0.7975329372255231,0.797340611596968,0.5957425833292096,269,4.0
DNABERT-1 (6-mer),human_ensembl_regulatory,Regulatory (human),Genomic Benchmark,7,0.7720196498996748,0.7012871228378387,0.447324805969635,401,4.0
DNABERT-1 (6-mer),human_nontata_promoters,Regulatory (human),Genomic Benchmark,7,0.7788541378355937,0.7788508173202846,0.5734100261064167,251,4.0
DNABERT-1 (6-mer),human_ocr_ensembl,,Genomic Benchmark,7,0.63080796520943,0.6306598230846068,0.2623535583774023,315,4.0
DNABERT-1 (6-mer),dummy_mouse_enhancers,Dummy,Genomic Benchmark,7,0.6363636363636364,0.6363387978142077,0.2899479277894075,,4.0
DNABERT-1 (6-mer),demo_coding_vs_intergenomic,Demo,Genomic Benchmark,8,0.8647,0.8646959070511884,0.7296620888784494,200,4.0
DNABERT-1 (6-mer),demo_human_or_worm,Demo,Genomic Benchmark,8,0.9069,0.906868811296215,0.8138051571886102,200,4.0
DNABERT-1 (6-mer),human_enhancers_cohn,Regulatory (human),Genomic Benchmark,8,0.6448362720403022,0.6447891733253974,0.2904208167429643,500,4.0
DNABERT-1 (6-mer),human_enhancers_ensembl,Regulatory (human),Genomic Benchmark,8,0.8055412038233015,0.8055163614637559,0.6110959635475727,269,4.0
DNABERT-1 (6-mer),human_ensembl_regulatory,Regulatory (human),Genomic Benchmark,8,0.771673700961738,0.7030730555742322,0.44661177176973244,401,4.0
DNABERT-1 (6-mer),human_nontata_promoters,Regulatory (human),Genomic Benchmark,8,0.7760863548297814,0.7760665239979152,0.5638717558716805,251,4.0
DNABERT-1 (6-mer),human_ocr_ensembl,,Genomic Benchmark,8,0.6321812771801327,0.6320895123510486,0.26493091707664523,315,4.0
DNABERT-1 (6-mer),dummy_mouse_enhancers,Dummy,Genomic Benchmark,8,0.6115702479338843,0.6088989753111891,0.21855402361798537,,4.0
DNABERT-1 (6-mer),demo_coding_vs_intergenomic,Demo,Genomic Benchmark,9,0.8657,0.8656916178138677,0.7313846382107785,200,4.0
DNABERT-1 (6-mer),demo_human_or_worm,Demo,Genomic Benchmark,9,0.9124,0.9123995760139479,0.8249816518750486,200,4.0
DNABERT-1 (6-mer),human_enhancers_cohn,Regulatory (human),Genomic Benchmark,9,0.645555955379633,0.6446797598638697,0.2910038059660846,500,4.0
DNABERT-1 (6-mer),human_enhancers_ensembl,Regulatory (human),Genomic Benchmark,9,0.8064453629553087,0.8064288529819242,0.6128861328501402,269,4.0
DNABERT-1 (6-mer),human_ensembl_regulatory,Regulatory (human),Genomic Benchmark,9,0.7705320694665467,0.6968749784345729,0.4431481723751778,401,4.0
DNABERT-1 (6-mer),human_nontata_promoters,Regulatory (human),Genomic Benchmark,9,0.7744256850262939,0.7743310178580447,0.557561173374814,251,4.0
DNABERT-1 (6-mer),human_ocr_ensembl,,Genomic Benchmark,9,0.6301785305561913,0.6300008195859734,0.26117556604385417,315,4.0
DNABERT-1 (6-mer),dummy_mouse_enhancers,Dummy,Genomic Benchmark,9,0.6694214876033058,0.6693989071038251,0.35209761281192087,,4.0
DNABERT-1 (6-mer),demo_coding_vs_intergenomic,Demo,Genomic Benchmark,10,0.8671,0.8670314826526961,0.7355953759059336,200,4.0
DNABERT-1 (6-mer),demo_human_or_worm,Demo,Genomic Benchmark,10,0.9028,0.90274674800934,0.8057202404796727,200,4.0
DNABERT-1 (6-mer),human_enhancers_cohn,Regulatory (human),Genomic Benchmark,10,0.6559913637999281,0.6536806220370126,0.3134321040794887,500,4.0
DNABERT-1 (6-mer),human_enhancers_ensembl,Regulatory (human),Genomic Benchmark,10,0.8048953758718678,0.8048687123363718,0.609808674973346,269,4.0
DNABERT-1 (6-mer),human_ensembl_regulatory,Regulatory (human),Genomic Benchmark,10,0.7698747664844668,0.7040057335996197,0.44247075697503174,401,4.0
DNABERT-1 (6-mer),human_nontata_promoters,Regulatory (human),Genomic Benchmark,10,0.7830058123443122,0.7829936934231412,0.5783700780534231,251,4.0
DNABERT-1 (6-mer),human_ocr_ensembl,,Genomic Benchmark,10,0.6285763332570382,0.6284264424626141,0.25788726523324645,315,4.0
DNABERT-1 (6-mer),dummy_mouse_enhancers,Dummy,Genomic Benchmark,10,0.5454545454545454,0.5409395047251155,0.08195375470622296,,4.0
DNABERT-2,demo_coding_vs_intergenomic,Demo,Genomic Benchmark,1,0.8962,0.8961994021085562,0.7925571962901405,200,4.0
DNABERT-2,demo_human_or_worm,Demo,Genomic Benchmark,1,0.9272,0.9271895152902018,0.8543791047760959,200,4.0
DNABERT-2,human_enhancers_cohn,Regulatory (human),Genomic Benchmark,1,0.6509535804246132,0.6493659103585492,0.3074367587712691,500,4.0
DNABERT-2,human_enhancers_ensembl,Regulatory (human),Genomic Benchmark,1,0.8327305605786618,0.8326766244359929,0.6662345449813865,269,4.0
DNABERT-2,human_ensembl_regulatory,Regulatory (human),Genomic Benchmark,1,0.775202380128693,0.7044374882868576,0.45603739096342794,401,4.0
DNABERT-2,human_nontata_promoters,Regulatory (human),Genomic Benchmark,1,0.8184334348187102,0.8184217364870165,0.6547671464263761,251,4.0
DNABERT-2,human_ocr_ensembl,,Genomic Benchmark,1,0.6402494850080109,0.6395767832082156,0.28260242319216755,315,4.0
DNABERT-2,dummy_mouse_enhancers,Dummy,Genomic Benchmark,1,0.743801652892562,0.7426768196473899,0.48791281565066547,,4.0
DNABERT-2,demo_coding_vs_intergenomic,Demo,Genomic Benchmark,2,0.8904,0.8903831453124232,0.7808182342745128,200,4.0
DNABERT-2,demo_human_or_worm,Demo,Genomic Benchmark,2,0.9273,0.9272889995527424,0.8545780176566576,200,4.0
DNABERT-2,human_enhancers_cohn,Regulatory (human),Genomic Benchmark,2,0.6617488305145736,0.6572323082817658,0.3282194694239403,500,4.0
DNABERT-2,human_enhancers_ensembl,Regulatory (human),Genomic Benchmark,2,0.825691035908034,0.825550808897597,0.6529470546334284,269,4.0
DNABERT-2,human_ensembl_regulatory,Regulatory (human),Genomic Benchmark,2,0.7745450771466131,0.7088723076686151,0.4546609903726938,401,4.0
DNABERT-2,human_nontata_promoters,Regulatory (human),Genomic Benchmark,2,0.8256296706338223,0.8255584575627433,0.6606749605298927,251,4.0
DNABERT-2,human_ocr_ensembl,,Genomic Benchmark,2,0.639505607690547,0.6393658744814477,0.27975489725414326,315,4.0
DNABERT-2,dummy_mouse_enhancers,Dummy,Genomic Benchmark,2,0.6198347107438017,0.6153952459922609,0.29144895983882163,,4.0
DNABERT-2,demo_coding_vs_intergenomic,Demo,Genomic Benchmark,3,0.8961,0.8960302560560649,0.7927016934803872,200,4.0
DNABERT-2,demo_human_or_worm,Demo,Genomic Benchmark,3,0.926,0.925990381710007,0.851981948984282,200,4.0
DNABERT-2,human_enhancers_cohn,Regulatory (human),Genomic Benchmark,3,0.6523929471032746,0.6521529218224734,0.3045013068597422,500,4.0
DNABERT-2,human_enhancers_ensembl,Regulatory (human),Genomic Benchmark,3,0.8358305347455438,0.8358305100948797,0.671697165869087,269,4.0
DNABERT-2,human_ensembl_regulatory,Regulatory (human),Genomic Benchmark,3,0.7718120805369127,0.7139345930503322,0.45047303240592285,401,4.0
DNABERT-2,human_nontata_promoters,Regulatory (human),Genomic Benchmark,3,0.817049543315804,0.8170490387692164,0.6487852801192511,251,4.0
DNABERT-2,human_ocr_ensembl,,Genomic Benchmark,3,0.6376173037308308,0.6375624474908008,0.27514253891796087,315,4.0
DNABERT-2,dummy_mouse_enhancers,Dummy,Genomic Benchmark,3,0.6446280991735537,0.6410981582396358,0.3402838462266567,,4.0
DNABERT-2,demo_coding_vs_intergenomic,Demo,Genomic Benchmark,4,0.8993,0.8992805399931321,0.798646744805692,200,4.0
DNABERT-2,demo_human_or_worm,Demo,Genomic Benchmark,4,0.9282,0.9281842694823874,0.8563810933875645,200,4.0
DNABERT-2,human_enhancers_cohn,Regulatory (human),Genomic Benchmark,4,0.6520331054336093,0.6505996432006265,0.30448260263664717,500,4.0
DNABERT-2,human_enhancers_ensembl,Regulatory (human),Genomic Benchmark,4,0.8226556445362956,0.822439687631294,0.6475095418789847,269,4.0
DNABERT-2,human_ensembl_regulatory,Regulatory (human),Genomic Benchmark,4,0.7739915588459143,0.7024610306702335,0.45270882631479387,401,4.0
DNABERT-2,human_nontata_promoters,Regulatory (human),Genomic Benchmark,4,0.8159424301134791,0.8159388204539268,0.6485189140090771,251,4.0
DNABERT-2,human_ocr_ensembl,,Genomic Benchmark,4,0.6414511329823759,0.6410692975307041,0.28432193898999736,315,4.0
DNABERT-2,dummy_mouse_enhancers,Dummy,Genomic Benchmark,4,0.6611570247933884,0.6577912671587225,0.3752069551269327,,4.0
DNABERT-2,demo_coding_vs_intergenomic,Demo,Genomic Benchmark,5,0.8952,0.8951105670739099,0.7911052820997796,200,4.0
DNABERT-2,demo_human_or_worm,Demo,Genomic Benchmark,5,0.927,0.9269990539077386,0.8541352430728844,200,4.0
DNABERT-2,human_enhancers_cohn,Regulatory (human),Genomic Benchmark,5,0.6491543720762865,0.6441978254968941,0.31175494895905564,500,4.0
DNABERT-2,human_enhancers_ensembl,Regulatory (human),Genomic Benchmark,5,0.8366701110824076,0.8366628835007253,0.673554466580209,269,4.0
DNABERT-2,human_ensembl_regulatory,Regulatory (human),Genomic Benchmark,5,0.7730920916072788,0.7108999724945909,0.4518042420364658,401,4.0
DNABERT-2,human_nontata_promoters,Regulatory (human),Genomic Benchmark,5,0.8142817603099917,0.8142706055358219,0.6462780650693604,251,4.0
DNABERT-2,human_ocr_ensembl,,Genomic Benchmark,5,0.6419089036392768,0.6417733123783864,0.2845570374725781,315,4.0
DNABERT-2,dummy_mouse_enhancers,Dummy,Genomic Benchmark,5,0.6694214876033058,0.669218151995626,0.3476495363092135,,4.0
DNABERT-2,demo_coding_vs_intergenomic,Demo,Genomic Benchmark,6,0.8937,0.8936674356521684,0.7875320603058414,200,4.0
DNABERT-2,demo_human_or_worm,Demo,Genomic Benchmark,6,0.9266,0.926583918941605,0.8531803706548906,200,4.0
DNABERT-2,human_enhancers_cohn,Regulatory (human),Genomic Benchmark,6,0.6376394386469953,0.6333667896396638,0.2862019863768239,500,4.0
DNABERT-2,human_enhancers_ensembl,Regulatory (human),Genomic Benchmark,6,0.8348617928183932,0.8348460864261638,0.6700575240414955,269,4.0
DNABERT-2,human_ensembl_regulatory,Regulatory (human),Genomic Benchmark,6,0.773611015014184,0.7145093882546101,0.4542890701339095,401,4.0
DNABERT-2,human_nontata_promoters,Regulatory (human),Genomic Benchmark,6,0.8176030999169666,0.8174742361811862,0.6428874997534015,251,4.0
DNABERT-2,human_ocr_ensembl,,Genomic Benchmark,6,0.6382467383840695,0.638082750753793,0.27730584111653417,315,4.0
DNABERT-2,dummy_mouse_enhancers,Dummy,Genomic Benchmark,6,0.6859504132231405,0.6854132457580733,0.40193504141783615,,4.0
DNABERT-2,demo_coding_vs_intergenomic,Demo,Genomic Benchmark,7,0.9004,0.9003900390039004,0.8007962882370082,200,4.0
DNABERT-2,demo_human_or_worm,Demo,Genomic Benchmark,7,0.9235,0.9233816637458387,0.8481246396749859,200,4.0
DNABERT-2,human_enhancers_cohn,Regulatory (human),Genomic Benchmark,7,0.6379992803166606,0.6347277489811427,0.28482808131686144,500,4.0
DNABERT-2,human_enhancers_ensembl,Regulatory (human),Genomic Benchmark,7,0.8271118574011883,0.8271114759354711,0.65429333857989,269,4.0
DNABERT-2,human_ensembl_regulatory,Regulatory (human),Genomic Benchmark,7,0.7743029128900575,0.7091387072489785,0.45412265817772557,401,4.0
DNABERT-2,human_nontata_promoters,Regulatory (human),Genomic Benchmark,7,0.8159424301134791,0.8159378616143094,0.6455208815237746,251,4.0
DNABERT-2,human_ocr_ensembl,,Genomic Benchmark,7,0.6396200503547722,0.6386185353591947,0.28206244117851287,315,4.0
DNABERT-2,dummy_mouse_enhancers,Dummy,Genomic Benchmark,7,0.5537190082644629,0.5338184931506849,0.19247485011463256,,4.0
DNABERT-2,demo_coding_vs_intergenomic,Demo,Genomic Benchmark,8,0.8978,0.8977955479740697,0.7955913832663667,200,4.0
DNABERT-2,demo_human_or_worm,Demo,Genomic Benchmark,8,0.9289,0.9288902657884839,0.8577809961445302,200,4.0
DNABERT-2,human_enhancers_cohn,Regulatory (human),Genomic Benchmark,8,0.6534724721122706,0.6523199676351565,0.30713013406835915,500,4.0
DNABERT-2,human_enhancers_ensembl,Regulatory (human),Genomic Benchmark,8,0.8298889175923534,0.8298823783799656,0.6597669998968178,269,4.0
DNABERT-2,human_ensembl_regulatory,Regulatory (human),Genomic Benchmark,8,0.7692866532899744,0.7130674958803842,0.4453635911942476,401,4.0
DNABERT-2,human_nontata_promoters,Regulatory (human),Genomic Benchmark,8,0.8236922225297537,0.8236902776048799,0.6616664080002393,251,4.0
DNABERT-2,human_ocr_ensembl,,Genomic Benchmark,8,0.6385328450446326,0.6384811392210672,0.2775014852382913,315,4.0
DNABERT-2,dummy_mouse_enhancers,Dummy,Genomic Benchmark,8,0.6942148760330579,0.6938803418803419,0.41575531566225454,,4.0
DNABERT-2,demo_coding_vs_intergenomic,Demo,Genomic Benchmark,9,0.8933,0.8932922903679792,0.7865886011065412,200,4.0
DNABERT-2,demo_human_or_worm,Demo,Genomic Benchmark,9,0.9254,0.9253982811763983,0.8508979220056045,200,4.0
DNABERT-2,human_enhancers_cohn,Regulatory (human),Genomic Benchmark,9,0.6595897804965815,0.659570340826686,0.3191960311983939,500,4.0
DNABERT-2,human_enhancers_ensembl,Regulatory (human),Genomic Benchmark,9,0.8327951433738052,0.8327874541742537,0.6658076084827569,269,4.0
DNABERT-2,human_ensembl_regulatory,Regulatory (human),Genomic Benchmark,9,0.7662768975299246,0.6982596988118175,0.4325701358267905,401,4.0
DNABERT-2,human_nontata_promoters,Regulatory (human),Genomic Benchmark,9,0.8148353169111542,0.8148102915988769,0.6487376054109254,251,4.0
DNABERT-2,human_ocr_ensembl,,Genomic Benchmark,9,0.6413366903181507,0.6413280045086629,0.2828899705728796,315,4.0
DNABERT-2,dummy_mouse_enhancers,Dummy,Genomic Benchmark,9,0.6859504132231405,0.6857572443958447,0.39594650221338484,,4.0
DNABERT-2,demo_coding_vs_intergenomic,Demo,Genomic Benchmark,10,0.8977,0.8976997043521455,0.7955353135130004,200,4.0
DNABERT-2,demo_human_or_worm,Demo,Genomic Benchmark,10,0.9259,0.925871231366181,0.8518467067739556,200,4.0
DNABERT-2,human_enhancers_cohn,Regulatory (human),Genomic Benchmark,10,0.6484346887369558,0.6446712458832529,0.3075089714213704,500,4.0
DNABERT-2,human_enhancers_ensembl,Regulatory (human),Genomic Benchmark,10,0.8287910100749161,0.8287262872628727,0.6584468534298639,269,4.0
DNABERT-2,human_ensembl_regulatory,Regulatory (human),Genomic Benchmark,10,0.7619525358057151,0.6707911154268063,0.4205771706892706,401,4.0
DNABERT-2,human_nontata_promoters,Regulatory (human),Genomic Benchmark,10,0.8120675339053418,0.8120562461383354,0.6418011083820062,251,4.0
DNABERT-2,human_ocr_ensembl,,Genomic Benchmark,10,0.642309452964065,0.6416009775528435,0.28486057976453427,315,4.0
DNABERT-2,dummy_mouse_enhancers,Dummy,Genomic Benchmark,10,0.5785123966942148,0.5689739470559476,0.22059774334555005,,4.0
NT 500M 1000G,demo_coding_vs_intergenomic,Demo,Genomic Benchmark,1,0.8671,0.8670929173815672,0.7341859908552347,200,4.0
NT 500M 1000G,demo_human_or_worm,Demo,Genomic Benchmark,1,0.9164,0.9163769568342253,0.8327894151425345,200,4.0
NT 500M 1000G,human_enhancers_cohn,Regulatory (human),Genomic Benchmark,1,0.6534724721122706,0.6522614181884097,0.3071811613027977,500,4.0
NT 500M 1000G,human_enhancers_ensembl,Regulatory (human),Genomic Benchmark,1,0.7986954275381039,0.7986654306893708,0.5978060799609138,269,4.0
NT 500M 1000G,human_nontata_promoters,Regulatory (human),Genomic Benchmark,1,0.781621920841406,0.781321118981992,0.5909072439381308,251,4.0
NT 500M 1000G,human_ocr_ensembl,,Genomic Benchmark,1,0.6361295490959029,0.6349076905692761,0.2754717718323185,315,4.0
NT 500M 1000G,dummy_mouse_enhancers,Dummy,Genomic Benchmark,1,0.5785123966942148,0.5756137817206519,0.19479526344758122,,4.0
NT 500M 1000G,demo_coding_vs_intergenomic,Demo,Genomic Benchmark,2,0.8689,0.8688801628798422,0.7378091544782438,200,4.0
NT 500M 1000G,demo_human_or_worm,Demo,Genomic Benchmark,2,0.9156,0.9155537606171635,0.8313374844062938,200,4.0
NT 500M 1000G,human_enhancers_cohn,Regulatory (human),Genomic Benchmark,2,0.648794530406621,0.647490863342639,0.2978372114796347,500,4.0
NT 500M 1000G,human_enhancers_ensembl,Regulatory (human),Genomic Benchmark,2,0.7965641952983725,0.7965480348377025,0.5934061883182729,269,4.0
NT 500M 1000G,human_nontata_promoters,Regulatory (human),Genomic Benchmark,2,0.7802380293384998,0.7797330126905736,0.5925889879108328,251,4.0
NT 500M 1000G,human_ocr_ensembl,,Genomic Benchmark,2,0.6347562371252002,0.6333481591319092,0.2730684710572514,315,4.0
NT 500M 1000G,dummy_mouse_enhancers,Dummy,Genomic Benchmark,2,0.5950413223140496,0.5949306551889049,0.20843921963092685,,4.0
NT 500M 1000G,demo_coding_vs_intergenomic,Demo,Genomic Benchmark,3,0.9206,0.9205998856638353,0.8413235822665646,200,4.0
NT 500M 1000G,human_enhancers_cohn,Regulatory (human),Genomic Benchmark,3,0.733717164447643,0.7326325435103007,0.46891155858968153,500,4.0
NT 500M 1000G,human_enhancers_ensembl,Regulatory (human),Genomic Benchmark,3,0.8690260914492379,0.8689212062199474,0.739777365344252,269,4.0
NT 500M 1000G,human_ensembl_regulatory,Regulatory (human),Genomic Benchmark,3,0.9458243963191033,0.9382735106998845,0.8765759427294592,401,4.0
NT 500M 1000G,human_nontata_promoters,Regulatory (human),Genomic Benchmark,3,0.8826460005535566,0.8817122867533006,0.7635172595147794,251,4.0
NT 500M 1000G,human_ocr_ensembl,,Genomic Benchmark,3,0.7491989013504234,0.7474627879851694,0.507694649981163,315,4.0
NT 500M 1000G,dummy_mouse_enhancers,Dummy,Genomic Benchmark,3,0.71900826446281,0.7189890710382514,0.4574918593200584,,4.0
NT 500M 1000G,demo_coding_vs_intergenomic,Demo,Genomic Benchmark,4,0.9219,0.9218874012189426,0.8438347271390538,200,4.0
NT 500M 1000G,demo_human_or_worm,Demo,Genomic Benchmark,4,0.9606,0.9605970857604629,0.9212190741280935,200,4.0
NT 500M 1000G,human_enhancers_cohn,Regulatory (human),Genomic Benchmark,4,0.7290392227419935,0.7281826796241607,0.45896476796818575,500,4.0
NT 500M 1000G,human_enhancers_ensembl,Regulatory (human),Genomic Benchmark,4,0.8694135882200982,0.8694135533613527,0.7388626449079688,269,4.0
NT 500M 1000G,human_ensembl_regulatory,Regulatory (human),Genomic Benchmark,4,0.945962775894278,0.937877925275955,0.8762699523246267,401,4.0
NT 500M 1000G,human_nontata_promoters,Regulatory (human),Genomic Benchmark,4,0.8876280099640188,0.8870294040632749,0.7750278707824572,251,4.0
NT 500M 1000G,human_ocr_ensembl,,Genomic Benchmark,4,0.7532043945983062,0.7532043937902282,0.5065212597544119,315,4.0
NT 500M 1000G,dummy_mouse_enhancers,Dummy,Genomic Benchmark,4,0.6942148760330579,0.6941313110610098,0.399836502009731,,4.0
NT 500M 1000G,demo_coding_vs_intergenomic,Demo,Genomic Benchmark,5,0.9186,0.9185976263067831,0.837199956107605,200,4.0
NT 500M 1000G,human_enhancers_cohn,Regulatory (human),Genomic Benchmark,5,0.7351565311263044,0.7339258395862169,0.4721735750610108,500,4.0
NT 500M 1000G,human_enhancers_ensembl,Regulatory (human),Genomic Benchmark,5,0.8738052182898476,0.8738031949659382,0.7476082560135526,269,4.0
NT 500M 1000G,human_ensembl_regulatory,Regulatory (human),Genomic Benchmark,5,0.9447519546114993,0.9365241572304233,0.8735107382194001,401,4.0
NT 500M 1000G,human_nontata_promoters,Regulatory (human),Genomic Benchmark,5,0.8909493495709936,0.8905094925687591,0.7829352223149502,251,4.0
NT 500M 1000G,human_ocr_ensembl,,Genomic Benchmark,5,0.751029983978027,0.7506148717382031,0.5049098323752845,315,4.0
NT 500M 1000G,dummy_mouse_enhancers,Dummy,Genomic Benchmark,5,0.6776859504132231,0.6768914755220815,0.3583461702815093,,4.0
NT 500M 1000G,demo_coding_vs_intergenomic,Demo,Genomic Benchmark,7,0.9223,0.9222813280890734,0.8446959968327493,200,4.0
NT 500M 1000G,demo_human_or_worm,Demo,Genomic Benchmark,7,0.9611,0.961098645843862,0.9222735919312315,200,4.0
NT 500M 1000G,human_enhancers_cohn,Regulatory (human),Genomic Benchmark,7,0.7322777977689816,0.7310337291469367,0.4663722154771577,500,4.0
NT 500M 1000G,human_enhancers_ensembl,Regulatory (human),Genomic Benchmark,7,0.8685094290880909,0.8684989837871626,0.7373361015473636,269,4.0
NT 500M 1000G,human_ensembl_regulatory,Regulatory (human),Genomic Benchmark,7,0.9465162941949768,0.9387620865215264,0.8777467539908715,401,4.0
NT 500M 1000G,human_nontata_promoters,Regulatory (human),Genomic Benchmark,7,0.885413783559369,0.8849515987905235,0.7718074210023731,251,4.0
NT 500M 1000G,human_ocr_ensembl,,Genomic Benchmark,7,0.750743877317464,0.7502690910287642,0.5046489534699657,315,4.0
NT 500M 1000G,dummy_mouse_enhancers,Dummy,Genomic Benchmark,7,0.6859504132231405,0.6857572443958446,0.38095562806963695,,4.0
NT 500M 1000G,demo_coding_vs_intergenomic,Demo,Genomic Benchmark,8,0.9202,0.9201981613656378,0.84040523068527,200,4.0
NT 500M 1000G,demo_human_or_worm,Demo,Genomic Benchmark,8,0.9582,0.9581941789574779,0.9163886646206851,200,4.0
NT 500M 1000G,human_enhancers_cohn,Regulatory (human),Genomic Benchmark,8,0.7301187477509896,0.7283379404333767,0.46330198291759767,500,4.0
